@0 attempt(0, AU)
@77507194 attempt(24288, NO)
@77508668 attempt(32876, NO)
@77509680 attempt(32877, NO)
@77510369 attempt(32878, NO)
@77511048 attempt(0, IN)
@77511857 attempt(32879, NO)
@77514198 attempt(32880, NO)
@77514448 attempt(32881, NO)
@77514659 attempt(32882, IN)
@77518855 attempt(0, AT)
@77520644 attempt(32883, NO)
@77523219 attempt(0, NO)
@77524990 attempt(32884, NO)
@77527726 attempt(32885, NO)
@77528402 attempt(0, DE)
@77530371 attempt(32886, NO)
@77530587 attempt(31638, NO)
@77530714 attempt(0, NO)
@77531865 attempt(32887, NO)
@77533787 attempt(0, JP)
@77533817 attempt(0, NO)
@77536095 attempt(32888, NO)
@77537209 attempt(0, ID)
@77538406 attempt(0, NO)
@77539511 attempt(0, NO)
@77542965 attempt(32889, NO)
@77543777 attempt(0, HK)
@77544096 attempt(32890, BR)
@77544291 attempt(32891, NO)
@77544690 attempt(32835, NO)
@77545980 attempt(0, NO)
@77549637 attempt(32892, NO)
@77550882 attempt(0, US)
@77551717 attempt(21984, NO)
@77552149 attempt(32848, NO)
@77552500 attempt(32893, NO)
@77552600 attempt(0, MX)
@77553629 attempt(0, NO)
@77554057 attempt(0, CH)
@77562062 attempt(32894, NO)
@77568152 attempt(32780, NO)
@77571714 attempt(32895, NO)
@77575206 attempt(0, CA)
@77578123 attempt(32896, NO)
@77584724 attempt(32897, NO)
@77587804 attempt(32898, NO)
@77590588 attempt(32899, NO)
@77591054 attempt(0, MX)
@77592360 attempt(32900, NO)
@77592657 attempt(32901, NO)
@77595421 attempt(0, BR)
@77597742 attempt(0, US)
@77597782 attempt(0, IN)
@77598098 attempt(32902, NO)
@77598721 attempt(0, NO)
@77600996 attempt(32903, NO)
@77602785 attempt(32904, BR)
@77605192 attempt(32905, BR)
@77607545 attempt(32906, NO)
@77610213 attempt(32907, NO)
@77610854 attempt(0, US)
@77611156 attempt(32908, NO)
@77612665 attempt(0, US)
@77613391 attempt(32909, NO)
@77615149 attempt(0, NO)
@77616903 attempt(0, US)
@77617497 attempt(32910, NO)
@77620463 attempt(32911, NO)
@77622138 attempt(32912, NO)
@77624416 attempt(32723, NO)
@77625275 attempt(0, NO)
@77627278 attempt(32845, NO)
@77627813 attempt(32913, NO)
@77628625 attempt(32914, NO)
@77631040 attempt(0, US)
@77632125 attempt(31794, NO)
@77633028 attempt(32915, NO)
@77635359 attempt(0, BR)
@77637206 attempt(0, BR)
@77639692 attempt(32916, NO)
@77643026 attempt(32917, NO)
@77644977 attempt(0, NO)
@77651399 attempt(32918, NO)
@77654811 attempt(0, IT)
@77658368 attempt(32919, NO)
@77663761 attempt(32920, NO)
@77666360 attempt(32921, DK)
@77670922 attempt(0, US)
@77673124 attempt(32922, BR)
@77673880 attempt(0, NO)
@77676710 attempt(32923, NO)
@77680575 attempt(32924, NO)
@77683139 attempt(32925, NO)
@77688257 attempt(0, NL)
@77691134 attempt(28050, NO)
@77691715 attempt(32926, US)
@77695472 attempt(32927, BR)
@77698618 attempt(0, BR)
@77699259 attempt(12161, NO)
@77700047 attempt(32928, NO)
@77702654 attempt(0, BR)
@77705638 attempt(15379, NO)
@77708693 attempt(32929, NO)
@77709307 attempt(32930, NO)
@77710978 attempt(32931, NO)
@77711240 attempt(32932, NO)
@77714247 attempt(32933, NO)
@77715190 attempt(32934, NO)
@77716859 attempt(32935, NO)
@77720874 attempt(26, NO)
@77722002 attempt(32904, BR)
@77722618 attempt(0, NO)
@77728641 attempt(32936, NO)
@77730320 attempt(0, NO)
@77731492 attempt(0, US)
@77732045 attempt(5042, NO)
@77732630 attempt(14315, NO)
@77733868 attempt(32845, NO)
@77735126 attempt(32904, BR)
@77737455 attempt(32937, NO)
@77739173 attempt(0, VE)
@77740845 attempt(0, US)
@77741103 attempt(0, UA)
@77741583 attempt(32938, NO)
@77742284 attempt(32939, NO)
@77744478 attempt(12903, NO)
@77747871 attempt(32906, NO)
@77748663 attempt(0, BR)
@77753314 attempt(32940, NO)
@77754033 attempt(32941, NO)
@77755282 attempt(32942, NO)
@77758454 attempt(0, BD)
@77758667 attempt(32943, NO)
@77759958 attempt(32944, BR)
@77761244 attempt(32945, NO)
@77762914 attempt(32946, NO)
@77765874 attempt(32947, NO)
@77768243 attempt(32904, BR)
@77773471 attempt(32948, NO)
@77775476 attempt(32949, NO)
@77776342 attempt(32950, NO)
@77776617 attempt(0, ID)
@77780008 attempt(0, SE)
@77782294 attempt(32951, NO)
@77782877 attempt(0, ZA)
@77783615 attempt(26113, NO)
@77790231 attempt(32952, NO)
@77791629 attempt(0, US)
@77794723 attempt(32953, NO)
@77795634 attempt(32944, BR)
@77795974 attempt(32954, NO)
@77797589 attempt(32955, AO)
@77799098 attempt(0, AR)
@77799565 attempt(0, AT)
@77801209 attempt(32956, NO)
@77808250 attempt(0, DE)
@77809454 attempt(32957, NO)
@77810974 attempt(32958, NO)
@77811944 attempt(19967, NO)
@77812482 attempt(0, NO)
@77816900 attempt(0, US)
@77822349 attempt(32959, NO)
@77823478 attempt(32960, NO)
@77829115 attempt(32961, NO)
@77831863 attempt(32944, BR)
@77835060 attempt(32962, NO)
@77835775 attempt(0, ID)
@77835984 attempt(0, JP)
@77837345 attempt(0, US)
@77837523 attempt(32963, NO)
@77838040 attempt(32964, NO)
@77839221 attempt(32965, NO)
@77840074 attempt(32966, NO)
@77841307 attempt(32967, NO)
@77845391 attempt(0, HK)
@77846485 attempt(0, NO)
@77847387 attempt(0, NO)
@77848704 attempt(32968, NO)
@77850087 attempt(32969, NO)
@77853754 attempt(0, US)
@77856173 attempt(0, RU)
@77857406 attempt(32970, NO)
@77858130 attempt(0, RU)
@77859703 attempt(0, PR)
@77860127 attempt(19457, NO)
@77860634 attempt(32971, NO)
@77861533 attempt(32972, NO)
@77864427 attempt(0, BR)
@77869791 attempt(0, CH)
@77871324 attempt(32973, NO)
@77874306 attempt(32974, NO)
@77875245 attempt(0, BR)
@77875501 attempt(32975, NO)
@77875959 attempt(32976, NO)
@77876547 attempt(0, NO)
@77877045 attempt(0, MM)
@77879112 attempt(0, CA)
@77881845 attempt(32977, NO)
@77886792 attempt(0, US)
@77897088 attempt(0, NO)
@77897658 attempt(32978, ID)
@77898384 attempt(0, IN)
@77901365 attempt(0, NO)
@77903136 attempt(32979, ID)
@77903854 attempt(0, NO)
@77908329 attempt(0, BR)
@77909576 attempt(16451, NO)
@77910457 attempt(32980, NO)
@77912095 attempt(0, US)
@77913429 attempt(32981, NO)
@77914846 attempt(32982, NO)
@77916098 attempt(32983, NO)
@77917542 attempt(25902, NO)
@77920948 attempt(0, NO)
@77922992 attempt(32984, NO)
@77923128 attempt(0, PL)
@77926806 attempt(32985, NO)
@77927722 attempt(32986, NO)
@77928269 attempt(32987, NO)
@77929383 attempt(32988, NO)
@77931260 attempt(0, NO)
@77931916 attempt(32944, BR)
@77933354 attempt(0, IT)
@77933645 attempt(32989, BR)
@77934153 attempt(32990, IN)
@77935041 attempt(32991, NO)
@77936534 attempt(32992, NO)
@77937060 attempt(32091, NO)
@77937821 attempt(32993, NO)
@77938724 attempt(32994, NO)
@77944101 attempt(32906, NO)
@77949493 attempt(32995, NO)
@77950045 attempt(0, NZ)
@77950316 attempt(32996, NO)
@77950895 attempt(32997, NO)
@77951516 attempt(32998, NO)
@77953096 attempt(0, NO)
@77954456 attempt(32999, NO)
@77955370 attempt(32866, NO)
@77957991 attempt(33000, BR)
@77958755 attempt(33001, NO)
@77959479 attempt(0, NO)
@77960026 attempt(33002, NO)
@77965900 attempt(0, NO)
@77971923 attempt(0, US)
@77973255 attempt(33003, NO)
@77976727 attempt(33004, NO)
@77977355 attempt(0, NO)
@77977696 attempt(33005, NO)
@77979249 attempt(0, US)
@77986333 attempt(33006, NO)
@77986343 attempt(33007, NO)
@77986592 attempt(0, UA)
@77987845 attempt(32861, NO)
@77988857 attempt(0, NO)
@77990248 attempt(0, NL)
@77990719 attempt(0, US)
@77991262 attempt(33008, DE)
@77994698 attempt(33009, UA)
@77996307 attempt(31794, NO)
@77997808 attempt(33010, NO)
@77999136 attempt(33011, IN)
@78002889 attempt(33012, US)
@78004048 attempt(33013, US)
@78006574 attempt(33014, NO)
@78008276 attempt(33015, NO)
@78010500 attempt(33016, NO)
@78013177 attempt(0, US)
@78016531 attempt(33017, NO)
@78019475 attempt(33012, US)
@78023459 attempt(0, BR)
@78024829 attempt(0, NO)
@78026561 attempt(32612, NO)
@78028156 attempt(0, BR)
@78030889 attempt(0, US)
@78031351 attempt(0, CZ)
@78032146 attempt(0, BR)
@78032444 attempt(33012, US)
@78033382 attempt(33018, NO)
@78036278 attempt(33019, NO)
@78038718 attempt(0, NO)
@78042856 attempt(0, NO)
@78044782 attempt(33020, UA)
@78044963 attempt(26113, NO)
@78045465 attempt(33021, NO)
@78046103 attempt(33022, NO)
@78047164 attempt(33023, NO)
@78048415 attempt(33024, NO)
@78050091 attempt(0, ID)
@78051483 attempt(33009, UA)
@78052271 attempt(33025, US)
@78054034 attempt(32961, NO)
@78063914 attempt(0, IN)
@78070771 attempt(4838, NO)
@78075074 attempt(33026, US)
@78078095 attempt(32944, BR)
@78078743 attempt(0, SE)
@78080983 attempt(26, NO)
@78084815 attempt(0, ZA)
@78086751 attempt(0, NO)
@78087664 attempt(0, ID)
@78091712 attempt(0, US)
@78092983 attempt(0, NO)
@78094058 attempt(0, US)
@78094409 attempt(0, AR)
@78096732 attempt(33027, BR)
@78097580 attempt(15752, NO)
@78098246 attempt(33028, NO)
@78099616 attempt(0, NO)
@78100074 attempt(33029, NO)
@78101862 attempt(0, BD)
@78102236 attempt(33030, NO)
@78102841 attempt(33031, NO)
@78104781 attempt(0, NO)
@78105522 attempt(33032, IN)
@78105737 attempt(33033, NO)
@78106504 attempt(33034, NO)
@78109991 attempt(32989, BR)
@78111125 attempt(0, US)
@78112629 attempt(33035, NO)
@78114119 attempt(33036, NO)
@78114528 attempt(33037, NO)
@78117684 attempt(33038, NO)
@78118219 attempt(0, US)
@78118863 attempt(0, NO)
@78121475 attempt(0, NO)
@78123305 attempt(0, BR)
@78124978 attempt(0, IN)
@78125955 attempt(0, AT)
@78126118 attempt(0, BG)
@78126918 attempt(0, NO)
@78127094 attempt(33039, US)
@78127438 attempt(33040, NO)
@78128997 attempt(0, US)
@78130703 attempt(33041, NO)
@78132079 attempt(33000, BR)
@78132516 attempt(32972, NO)
@78132627 attempt(0, ID)
@78132790 attempt(33042, NO)
@78134596 attempt(33043, NO)
@78136987 attempt(33044, NO)
@78137925 attempt(0, JP)
@78138772 attempt(33045, US)
@78139211 attempt(33046, NO)
@78140416 attempt(0, NO)
@78143759 attempt(0, DE)
@78145984 attempt(0, CA)
@78149854 attempt(0, CH)
@78150985 attempt(0, US)
@78155059 attempt(0, HK)
@78155414 attempt(26296, NO)
@78155759 attempt(33047, NO)
@78156494 attempt(29997, NO)
@78163818 attempt(33048, NO)
@78165276 attempt(33049, US)
@78168849 attempt(27096, NO)
@78169579 attempt(0, CN)
@78171523 attempt(33050, NO)
@78172755 attempt(0, CA)
@78173965 attempt(33051, NO)
@78175651 attempt(33052, NO)
@78176720 attempt(0, NO)
@78177424 attempt(33053, NO)
@78178015 attempt(33054, NO)
@78179858 attempt(33026, US)
@78181438 attempt(32675, NO)
@78189268 attempt(0, NO)
@78190796 attempt(33055, NO)
@78193245 attempt(33056, NO)
@78196598 attempt(33027, BR)
@78197021 attempt(32944, BR)
@78198520 attempt(33057, NO)
@78201325 attempt(33058, NO)
@78202511 attempt(0, US)
@78205880 attempt(33059, NO)
@78209086 attempt(33060, PL)
@78214421 attempt(0, US)
@78214712 attempt(0, US)
@78216862 attempt(33061, NO)
@78218219 attempt(20790, US)
@78221383 attempt(14517, NO)
@78225713 attempt(33062, NO)
@78230495 attempt(32989, BR)
@78232090 attempt(33063, NZ)
@78233035 attempt(33064, NO)
@78233196 attempt(33065, NO)
@78233289 attempt(0, IT)
@78237037 attempt(0, NO)
@78244141 attempt(33066, NO)
@78247280 attempt(33067, NO)
@78250111 attempt(33060, PL)
@78252436 attempt(0, US)
@78254819 attempt(0, NO)
@78255914 attempt(32972, NO)
@78259866 attempt(0, BR)
@78259966 attempt(0, US)
@78260474 attempt(33068, NO)
@78261285 attempt(33069, BR)
@78262518 attempt(33070, NO)
@78264067 attempt(0, ID)
@78268505 attempt(33071, NO)
@78270070 attempt(0, ID)
@78270892 attempt(0, US)
@78273045 attempt(33072, NO)
@78273526 attempt(33073, NO)
@78276501 attempt(32944, BR)
@78278540 attempt(33074, PL)
@78278844 attempt(33075, IN)
@78279171 attempt(0, HR)
@78285447 attempt(0, NO)
@78286103 attempt(33076, NO)
@78286813 attempt(0, NL)
@78289234 attempt(0, ID)
@78293265 attempt(0, BR)
@78294756 attempt(0, NO)
@78295557 attempt(0, NO)
@78296840 attempt(33077, NO)
@78297781 attempt(33078, NO)
@78303649 attempt(0, BR)
@78305510 attempt(33079, NO)
@78308799 attempt(33080, ID)
@78312095 attempt(32955, AO)
@78316488 attempt(0, US)
@78322444 attempt(33081, BR)
@78323172 attempt(0, NZ)
@78323916 attempt(0, NO)
@78325895 attempt(33081, BR)
@78326650 attempt(33082, BR)
@78326931 attempt(33083, NO)
@78327870 attempt(20892, NO)
@78329755 attempt(33077, NO)
@78330866 attempt(32989, BR)
@78331711 attempt(0, US)
@78335909 attempt(32967, NO)
@78337898 attempt(33084, NO)
@78340471 attempt(0, NO)
@78341517 attempt(0, UA)
@78341675 attempt(0, NO)
@78342166 attempt(33085, NO)
@78343531 attempt(0, NZ)
@78344806 attempt(9803, NO)
@78345612 attempt(0, BR)
@78353960 attempt(0, BD)
@78356203 attempt(31854, NO)
@78363829 attempt(638, NO)
@78368759 attempt(30444, NO)
@78369164 attempt(33086, NO)
@78373658 attempt(33087, NO)
@78374321 attempt(0, NO)
@78374373 attempt(33088, NO)
@78374628 attempt(0, SE)
@78375577 attempt(33089, NO)
@78375751 attempt(33090, PL)
@78376596 attempt(0, BR)
@78381323 attempt(33091, NO)
@78387203 attempt(0, ZA)
@78390628 attempt(0, BR)
@78391047 attempt(0, US)
@78395967 attempt(33092, NO)
@78397312 attempt(33093, NO)
@78398981 attempt(0, BR)
@78401411 attempt(0, AR)
@78402609 attempt(0, NO)
@78403747 attempt(33094, NO)
@78406443 attempt(33095, NO)
@78409213 attempt(0, DE)
@78409475 attempt(33096, NO)
@78413509 attempt(0, AT)
@78417687 attempt(0, NO)
@78423639 attempt(0, BR)
@78426611 attempt(33097, NO)
@78430607 attempt(0, NO)
@78432083 attempt(33098, NO)
@78432473 attempt(33099, US)
@78433879 attempt(33100, NO)
@78435327 attempt(33090, PL)
@78435875 attempt(33101, NO)
@78436831 attempt(26, NO)
@78437041 attempt(33089, NO)
@78438735 attempt(0, BR)
@78438866 attempt(0, US)
@78439541 attempt(33102, US)
@78444829 attempt(0, JP)
@78444915 attempt(33103, NO)
@78446056 attempt(0, BR)
@78447807 attempt(33104, NO)
@78448997 attempt(0, BR)
@78449105 attempt(20892, NO)
@78449940 attempt(33105, NO)
@78450814 attempt(33106, NO)
@78452607 attempt(0, US)
@78453132 attempt(0, CH)
@78456007 attempt(33107, PL)
@78457596 attempt(33029, NO)
@78457654 attempt(33108, NO)
@78458498 attempt(0, HK)
@78459137 attempt(0, NO)
@78460645 attempt(0, BR)
@78460823 attempt(33109, NO)
@78461273 attempt(33110, NO)
@78463511 attempt(33111, AU)
@78465394 attempt(32947, NO)
@78465668 attempt(0, BR)
@78466509 attempt(0, ID)
@78468774 attempt(33112, NO)
@78470161 attempt(0, BR)
@78473970 attempt(33090, PL)
@78475405 attempt(0, CA)
@78476789 attempt(33113, NO)
@78477261 attempt(0, KE)
@78478077 attempt(33114, NO)
@78478356 attempt(16360, NO)
@78481833 attempt(0, BR)
@78483872 attempt(0, BR)
@78487443 attempt(0, BR)
@78488384 attempt(0, BR)
@78489551 attempt(0, BR)
@78490720 attempt(33115, NO)
@78491760 attempt(33116, NO)
@78492059 attempt(33117, ID)
@78493605 attempt(33118, NO)
@78496027 attempt(33119, NO)
@78499849 attempt(0, NO)
@78500954 attempt(8325, NO)
@78501221 attempt(33120, NO)
@78505419 attempt(0, ID)
@78509669 attempt(33075, IN)
@78510751 attempt(0, BR)
@78511023 attempt(0, US)
@78512382 attempt(32678, NO)
@78514023 attempt(33121, NO)
@78522603 attempt(0, NO)
@78526444 attempt(33122, NO)
@78526654 attempt(33123, NO)
@78527450 attempt(33124, NO)
@78529174 attempt(33090, PL)
@78532790 attempt(0, IT)
@78533358 attempt(33125, NO)
@78537837 attempt(33126, NO)
@78538760 attempt(0, NO)
@78538928 attempt(33091, NO)
@78539193 attempt(0, BR)
@78539273 attempt(0, NO)
@78543903 attempt(0, NO)
@78554661 attempt(0, BR)
@78556264 attempt(0, BR)
@78556433 attempt(0, NO)
@78557752 attempt(0, NO)
@78558865 attempt(33015, NO)
@78561332 attempt(0, NO)
@78566560 attempt(33127, US)
@78568061 attempt(0, BR)
@78568929 attempt(33128, NO)
@78570231 attempt(33014, NO)
@78571999 attempt(0, US)
@78573500 attempt(0, US)
@78576359 attempt(33129, NO)
@78580303 attempt(33090, PL)
@78583407 attempt(33130, NO)
@78586765 attempt(0, NL)
@78589342 attempt(14235, NO)
@78592182 attempt(33091, NO)
@78592788 attempt(33131, NO)
@78594580 attempt(33097, NO)
@78597780 attempt(32678, NO)
@78599234 attempt(0, NO)
@78601826 attempt(33086, NO)
@78602773 attempt(0, US)
@78605351 attempt(0, NO)
@78608230 attempt(33132, BR)
@78609155 attempt(33133, NO)
@78609710 attempt(0, NO)
@78610208 attempt(0, NO)
@78612343 attempt(0, NO)
@78613331 attempt(33117, ID)
@78616430 attempt(0, BR)
@78620716 attempt(33134, US)
@78621718 attempt(33107, PL)
@78622843 attempt(0, US)
@78623606 attempt(33135, US)
@78625517 attempt(33123, NO)
@78626291 attempt(33136, NO)
@78629669 attempt(0, BR)
@78630451 attempt(33137, NO)
@78631001 attempt(0, US)
@78636107 attempt(33138, US)
@78637203 attempt(33117, ID)
@78640682 attempt(33139, NO)
@78641901 attempt(0, NO)
@78642836 attempt(0, ID)
@78646177 attempt(33140, US)
@78648883 attempt(33141, NO)
@78651262 attempt(33142, NO)
@78652928 attempt(0, FR)
@78656279 attempt(0, BD)
@78657123 attempt(33143, NO)
@78658665 attempt(33144, NO)
@78660111 attempt(33145, NO)
@78660371 attempt(0, IN)
@78660523 attempt(33117, ID)
@78664977 attempt(0, ID)
@78665943 attempt(0, ID)
@78669429 attempt(33146, NO)
@78669799 attempt(0, BR)
@78670026 attempt(0, RU)
@78674703 attempt(0, RU)
@78675364 attempt(0, IN)
@78675404 attempt(33147, NO)
@78675578 attempt(0, NO)
@78675943 attempt(33135, US)
@78678225 attempt(33123, NO)
@78683283 attempt(33148, NO)
@78683359 attempt(33149, NO)
@78684931 attempt(33107, PL)
@78685854 attempt(0, ZA)
@78687228 attempt(0, IN)
@78688008 attempt(0, ID)
@78690554 attempt(33112, NO)
@78692928 attempt(0, US)
@78702537 attempt(0, SE)
@78704479 attempt(0, AR)
@78708982 attempt(0, ID)
@78712015 attempt(33092, NO)
@78714508 attempt(0, BR)
@78714812 attempt(0, DE)
@78717365 attempt(33150, NO)
@78720755 attempt(33151, NO)
@78723803 attempt(33152, NO)
@78724001 attempt(0, ID)
@78726277 attempt(33153, NO)
@78729633 attempt(33154, NO)
@78730506 attempt(33155, NO)
@78731175 attempt(33107, PL)
@78732636 attempt(0, IN)
@78733285 attempt(0, AT)
@78735939 attempt(33117, ID)
@78739815 attempt(33156, NO)
@78750514 attempt(33157, NO)
@78751374 attempt(0, US)
@78751733 attempt(33158, NO)
@78752536 attempt(33159, NZ)
@78752990 attempt(0, CH)
@78753173 attempt(0, JP)
@78756717 attempt(33160, NO)
@78758620 attempt(0, HK)
@78759467 attempt(0, NO)
@78765665 attempt(33161, NO)
@78770778 attempt(32272, NO)
@78776404 attempt(16665, NO)
@78777456 attempt(0, CA)
@78778162 attempt(33162, NO)
@78780113 attempt(33163, NO)
@78782041 attempt(0, NO)
@78784589 attempt(33164, NO)
@78786899 attempt(0, RU)
@78787807 attempt(33165, NO)
@78788157 attempt(33166, NO)
@78788619 attempt(0, NO)
@78793316 attempt(33167, NO)
@78795236 attempt(26, NO)
@78801619 attempt(33168, BR)
@78804869 attempt(33169, NO)
@78811870 attempt(0, US)
@78816129 attempt(33170, NO)
@78816973 attempt(33171, NO)
@78819453 attempt(0, NO)
@78822645 attempt(32885, NO)
@78828566 attempt(0, NO)
@78831603 attempt(0, IT)
@78831792 attempt(0, NO)
@78836504 attempt(0, NO)
@78838561 attempt(33172, NO)
@78840866 attempt(33173, NO)
@78841553 attempt(33174, NO)
@78844168 attempt(33175, NO)
@78847460 attempt(5524, NO)
@78849327 attempt(0, NO)
@78867635 attempt(0, NO)
@78871693 attempt(0, US)
@78873100 attempt(33176, NO)
@78873541 attempt(33177, NO)
@78875047 attempt(0, NO)
@78877470 attempt(33178, NO)
@78877756 attempt(33179, NO)
@78878376 attempt(33180, NO)
@78879471 attempt(4031, NO)
@78880949 attempt(33181, NO)
@78884711 attempt(33182, NO)
@78889306 attempt(0, NL)
@78891725 attempt(33183, NO)
@78893410 attempt(33174, NO)
@78901712 attempt(33166, NO)
@78902941 attempt(33184, NO)
@78904691 attempt(15129, NO)
@78906165 attempt(33185, NO)
@78908368 attempt(33186, NO)
@78910215 attempt(33162, NO)
@78911612 attempt(33187, NO)
@78926336 attempt(0, RU)
@78926455 attempt(0, BR)
@78926822 attempt(33188, NO)
@78927377 attempt(33189, NO)
@78928836 attempt(33190, NO)
@78929995 attempt(0, NO)
@78933825 attempt(0, US)
@78936959 attempt(0, NO)
@78937520 attempt(33191, NO)
@78940767 attempt(33192, NO)
@78940863 attempt(0, RU)
@78942574 attempt(0, UA)
@78943490 attempt(32448, NO)
@78951041 attempt(33193, NO)
@78953330 attempt(33194, NO)
@78956296 attempt(33195, NO)
@78957749 attempt(0, NO)
@78959717 attempt(0, US)
@78960497 attempt(0, BD)
@78960949 attempt(33196, NO)
@78960954 attempt(33197, NO)
@78961733 attempt(30103, NO)
@78967257 attempt(33107, PL)
@78970933 attempt(33198, NO)
@78974195 attempt(33057, NO)
@78976804 attempt(0, NO)
@78980166 attempt(33199, NO)
@78980748 attempt(0, ZA)
@78985547 attempt(0, SE)
@78986548 attempt(0, NO)
@78988169 attempt(29826, US)
@78990163 attempt(0, NO)
@78991104 attempt(0, US)
@79002244 attempt(0, ID)
@79006331 attempt(0, AT)
@79006664 attempt(0, BR)
@79009360 attempt(33200, NO)
@79009991 attempt(33201, NO)
@79012640 attempt(0, AR)
@79013849 attempt(33090, PL)
@79016809 attempt(0, NO)
@79018985 attempt(0, PL)
@79019596 attempt(33202, NO)
@79022216 attempt(0, US)
@79024605 attempt(0, DE)
@79025150 attempt(33203, NO)
@79026664 attempt(33204, NO)
@79031171 attempt(33205, NO)
@79041693 attempt(0, JP)
@79043050 attempt(33206, US)
@79043356 attempt(33207, BR)
@79047971 attempt(0, PL)
@79048633 attempt(0, NO)
@79049326 attempt(0, HK)
@79051528 attempt(0, US)
@79054272 attempt(33107, PL)
@79054880 attempt(0, CH)
@79060324 attempt(0, NO)
@79064081 attempt(33090, PL)
@79072031 attempt(11539, NO)
@79073493 attempt(30277, NO)
@79074663 attempt(32944, BR)
@79076437 attempt(33208, NO)
@79080553 attempt(0, CA)
@79081070 attempt(33209, US)
@79086390 attempt(33153, NO)
@79088071 attempt(0, NO)
@79088277 attempt(33210, NO)
@79096680 attempt(33090, PL)
@79104067 attempt(33211, US)
@79109901 attempt(33212, NO)
@79110847 attempt(0, US)
@79111815 attempt(0, US)
@79113350 attempt(33213, NO)
@79123146 attempt(0, BR)
@79128993 attempt(33162, NO)
@79134414 attempt(33214, NO)
@79141467 attempt(33215, NO)
@79145630 attempt(0, NO)
@79147064 attempt(0, NO)
@79148082 attempt(33216, NO)
@79148147 attempt(0, IT)
@79149634 attempt(0, NL)
@79151197 attempt(33217, NO)
@79151363 attempt(0, NO)
@79152227 attempt(0, RU)
@79153490 attempt(26, NO)
@79154880 attempt(0, NO)
@79155317 attempt(0, NO)
@79156185 attempt(33218, US)
@79158090 attempt(0, NO)
@79160823 attempt(0, NO)
@79161858 attempt(33219, NO)
@79170203 attempt(33220, NO)
@79171637 attempt(0, US)
@79180253 attempt(33221, NO)
@79185586 attempt(33222, NO)
@79186451 attempt(33223, NO)
@79187368 attempt(33224, NO)
@79187492 attempt(33225, NO)
@79195107 attempt(0, NL)
@79200306 attempt(0, NO)
@79204408 attempt(33226, NO)
@79208318 attempt(33178, NO)
@79210759 attempt(29681, NO)
@79212518 attempt(33227, NO)
@79215398 attempt(3801, NO)
@79217575 attempt(33228, NO)
@79220025 attempt(33090, PL)
@79222767 attempt(33229, NO)
@79226267 attempt(0, BR)
@79229484 attempt(0, NO)
@79231379 attempt(0, US)
@79232749 attempt(0, NO)
@79235098 attempt(21076, ID)
@79244103 attempt(33230, IN)
@79244763 attempt(33231, NO)
@79250986 attempt(33232, NO)
@79251126 attempt(33233, AO)
@79258365 attempt(0, BD)
@79260360 attempt(0, NO)
@79266291 attempt(0, HU)
@79267208 attempt(33234, NO)
@79270621 attempt(0, UA)
@79271317 attempt(33235, NO)
@79274120 attempt(33236, NO)
@79275503 attempt(0, US)
@79278348 attempt(12960, NO)
@79280754 attempt(0, SE)
@79283189 attempt(0, ZA)
@79286481 attempt(19199, NO)
@79288963 attempt(33237, ID)
@79294858 attempt(0, US)
@79295305 attempt(0, AR)
@79295330 attempt(33238, NO)
@79297295 attempt(33233, AO)
@79299664 attempt(0, NO)
@79301608 attempt(33239, NO)
@79302743 attempt(0, NL)
@79304896 attempt(0, BR)
@79306725 attempt(0, NO)
@79307055 attempt(33215, NO)
@79311265 attempt(33240, NO)
@79312148 attempt(33241, UA)
@79314991 attempt(0, AT)
@79316909 attempt(0, NO)
@79321512 attempt(33234, NO)
@79322797 attempt(33242, NO)
@79323424 attempt(0, DE)
@79326435 attempt(32713, NO)
@79327703 attempt(33243, NO)
@79328288 attempt(33244, NO)
@79328872 attempt(33245, NO)
@79329596 attempt(32755, NZ)
@79329861 attempt(33246, ID)
@79331331 attempt(33229, NO)
@79333113 attempt(33234, NO)
@79333809 attempt(33247, NO)
@79335497 attempt(0, JP)
@79340019 attempt(33248, NO)
@79341000 attempt(33249, NO)
@79341972 attempt(33090, PL)
@79343178 attempt(0, NO)
@79344001 attempt(0, HK)
@79344789 attempt(0, NO)
@79348226 attempt(33250, NO)
@79349430 attempt(33251, NO)
@79349877 attempt(33252, NO)
@79350115 attempt(33253, NO)
@79352350 attempt(0, US)
@79353664 attempt(0, CH)
@79356773 attempt(0, NO)
@79358118 attempt(30691, NO)
@79364011 attempt(30037, BR)
@79372625 attempt(33254, NO)
@79374979 attempt(33255, NO)
@79376066 attempt(0, CA)
@79376333 attempt(33256, NO)
@79378095 attempt(19758, NO)
@79378797 attempt(33090, PL)
@79379154 attempt(33257, NO)
@79380330 attempt(0, NO)
@79381748 attempt(0, NO)
@79387543 attempt(0, US)
@79388365 attempt(0, PL)
@79389449 attempt(33258, NO)
@79396911 attempt(0, IN)
@79397700 attempt(33259, NO)
@79402242 attempt(32892, NO)
@79403947 attempt(33260, NO)
@79405151 attempt(0, NO)
@79412302 attempt(0, US)
@79413779 attempt(33261, NO)
@79414816 attempt(33262, NO)
@79416576 attempt(33263, NO)
@79418734 attempt(33090, PL)
@79419446 attempt(0, NO)
@79422661 attempt(33264, US)
@79424686 attempt(33265, IN)
@79426081 attempt(33266, NO)
@79429753 attempt(0, RU)
@79430884 attempt(9944, NO)
@79437574 attempt(0, NO)
